,id,indicator,m_cp,Название на русском
8280,AGO,n_sdg9_articles,0,Ангола
8281,SWZ,n_sdg9_articles,0,Свазиленд
8282,BRN,n_sdg9_articles,1,Бруней
8283,SRB,n_sdg9_articles,1,Сербия
8284,TZA,n_sdg9_articles,0,Танзания
8285,ECU,n_sdg9_articles,0,Эквадор
8286,BOL,n_sdg9_articles,0,Боливия
8287,BEN,n_sdg9_articles,0,Бенин
8288,NPL,n_sdg9_articles,0,Непал
8289,GRC,n_sdg9_articles,1,Греция
8290,MYS,n_sdg9_articles,1,Малайзия
8291,ARG,n_sdg9_articles,0,Аргентина
8292,BIH,n_sdg9_articles,0,Босния и Герцеговина
8293,THA,n_sdg9_articles,0,Таиланд
8294,PRY,n_sdg9_articles,0,Парагвай
8295,NER,n_sdg9_articles,0,Нигер
8296,ZMB,n_sdg9_articles,0,Замбия
8297,BWA,n_sdg9_articles,0,Ботсвана
8298,ALB,n_sdg9_articles,0,Албания
8299,QAT,n_sdg9_articles,1,Катар
8300,CYP,n_sdg9_articles,1,Кипр
8301,MWI,n_sdg9_articles,0,Малави
8302,SEN,n_sdg9_articles,0,Сенегал
8303,CAF,n_sdg9_articles,0,Центр.Афр.Респуб.
8304,COG,n_sdg9_articles,0,Республика Конго
8305,BGR,n_sdg9_articles,1,Болгария
8306,CHL,n_sdg9_articles,1,Чили
8307,HUN,n_sdg9_articles,1,Венгрия
8308,MLT,n_sdg9_articles,1,Мальта
8309,JPN,n_sdg9_articles,1,Япония
8310,CIV,n_sdg9_articles,0,Кот Д'Ивуар
8311,BRA,n_sdg9_articles,0,Бразилия
8312,UKR,n_sdg9_articles,0,Украина
8313,KOR,n_sdg9_articles,1,Корея, Республика
8314,HRV,n_sdg9_articles,1,Хорватия
8315,URY,n_sdg9_articles,0,Уругвай
8316,GMB,n_sdg9_articles,0,Гамбия
8317,USA,n_sdg9_articles,1,США
8318,SLE,n_sdg9_articles,0,Сьерра-Леоне
8319,ROU,n_sdg9_articles,1,Румыния
8320,LBR,n_sdg9_articles,0,Либерия
8321,PAN,n_sdg9_articles,0,Панама
8322,GHA,n_sdg9_articles,0,Гана
8323,MRT,n_sdg9_articles,0,Мавритания
8324,ITA,n_sdg9_articles,1,Италия
8325,MKD,n_sdg9_articles,0,Северная Македония
8326,GAB,n_sdg9_articles,0,Габон
8327,SVK,n_sdg9_articles,1,Словакия
8328,MNE,n_sdg9_articles,1,Черногория
8329,CRI,n_sdg9_articles,0,Коста-Рика
8330,MDA,n_sdg9_articles,0,Молдова, Республика
8331,ARM,n_sdg9_articles,0,Армения
8332,SVN,n_sdg9_articles,1,Словения
8333,POL,n_sdg9_articles,1,Польша
8334,AUS,n_sdg9_articles,1,Австралия
8335,NAM,n_sdg9_articles,0,Намибия
8336,ZAF,n_sdg9_articles,0,Южно-Африканская Республика
8337,FRA,n_sdg9_articles,1,Монако
8338,ESP,n_sdg9_articles,1,Испания
8339,AUT,n_sdg9_articles,1,Австрия
8340,CAN,n_sdg9_articles,1,Канада
8341,GBR,n_sdg9_articles,1,Великобритания
8342,BEL,n_sdg9_articles,1,Бельгия
8343,ISL,n_sdg9_articles,1,Исландия
8344,NZL,n_sdg9_articles,1,Новая Зеландия
8345,LVA,n_sdg9_articles,1,Латвия
8346,LTU,n_sdg9_articles,1,Литва
8347,TUR,n_sdg9_articles,1,Турция
8348,LUX,n_sdg9_articles,1,Люксембург
8349,DEU,n_sdg9_articles,1,Германия
8350,CZE,n_sdg9_articles,1,Чешская Республика
8351,CHE,n_sdg9_articles,1,Швейцария
8352,PRT,n_sdg9_articles,1,Португалия
8353,IRL,n_sdg9_articles,1,Ирландия
8354,DNK,n_sdg9_articles,1,Дания
8355,FIN,n_sdg9_articles,1,Финляндия
8356,EST,n_sdg9_articles,1,Эстония
8357,NLD,n_sdg9_articles,1,Нидерланды
8358,NOR,n_sdg9_articles,1,Норвегия
8359,SWE,n_sdg9_articles,1,Швеция
8360,AFG,n_sdg9_rdex,0,Афганистан
8361,ARE,n_sdg9_rdex,0,ОАЭ
8362,AZE,n_sdg9_rdex,0,Азербайджан
8363,BGD,n_sdg9_rdex,0,Бангладеш
8364,BLR,n_sdg9_rdex,0,Беларусь
8365,BTN,n_sdg9_rdex,0,Бутан
8366,CHN,n_sdg9_rdex,1,КНР
8367,DJI,n_sdg9_rdex,0,Джибути
8368,EGY,n_sdg9_rdex,0,Египет
8369,ERI,n_sdg9_rdex,0,Эритрея
8370,ETH,n_sdg9_rdex,0,Эфиопия
8371,HND,n_sdg9_rdex,0,Гондурас
8372,IND,n_sdg9_rdex,0,Индия
8373,IRN,n_sdg9_rdex,0,Иран
8374,IRQ,n_sdg9_rdex,0,Ирак
8375,JOR,n_sdg9_rdex,0,Иордания
8376,KAZ,n_sdg9_rdex,0,Казахстан
8377,KGZ,n_sdg9_rdex,0,Кыргызстан 
8378,KHM,n_sdg9_rdex,0,Камбоджа
8379,LAO,n_sdg9_rdex,0,Лаос
8380,LKA,n_sdg9_rdex,0,Шри-Ланка
8381,MMR,n_sdg9_rdex,0,Мьянма
8382,NIC,n_sdg9_rdex,0,Никарагуа
8383,PAK,n_sdg9_rdex,0,Пакистан
8384,PRK,n_sdg9_rdex,0,Корея (КНДР)
8385,RUS,n_sdg9_rdex,0,Россия
8386,RWA,n_sdg9_rdex,0,Руанда
8387,SAU,n_sdg9_rdex,0,Саудовская Аравия
8388,SDN,n_sdg9_rdex,0,Судан
8389,SYR,n_sdg9_rdex,0,Сирия
8390,TJK,n_sdg9_rdex,0,Таджикистан
8391,TKM,n_sdg9_rdex,0,Туркменистан
8392,UGA,n_sdg9_rdex,0,Уганда
8393,UZB,n_sdg9_rdex,0,Узбекистан
8394,VEN,n_sdg9_rdex,0,Венесуэла
8395,VNM,n_sdg9_rdex,0,Вьетнам
8396,YEM,n_sdg9_rdex,0,Йеменская Арабская Республика
8397,GTM,n_sdg9_rdex,0,Гватемала
8398,LBY,n_sdg9_rdex,0,Ливия
8399,SOM,n_sdg9_rdex,0,Сомали
8400,SLV,n_sdg9_rdex,0,Эль-Сальвадор
8401,OMN,n_sdg9_rdex,0,Оман
8402,COD,n_sdg9_rdex,0,Демократическая Республика Конго
8403,LBN,n_sdg9_rdex,0,Ливан
8404,CMR,n_sdg9_rdex,0,Камерун
8405,PER,n_sdg9_rdex,0,Перу
8406,TUN,n_sdg9_rdex,0,Тунис
8407,KWT,n_sdg9_rdex,0,Кувейт
8408,IDN,n_sdg9_rdex,0,Индонезия
8409,DZA,n_sdg9_rdex,0,Алжир
8410,BDI,n_sdg9_rdex,0,Бурунди
8411,MEX,n_sdg9_rdex,0,Мексика
8412,SGP,n_sdg9_rdex,1,Сингапур
8413,NGA,n_sdg9_rdex,0,Нигерия
8414,TGO,n_sdg9_rdex,0,Того
8415,MAR,n_sdg9_rdex,0,Марокко
8416,MLI,n_sdg9_rdex,0,Мали
8417,GNQ,n_sdg9_rdex,0,Экватор. Гвинея
8418,KEN,n_sdg9_rdex,0,Кения
8419,PHL,n_sdg9_rdex,0,Филиппины
8420,COL,n_sdg9_rdex,0,Колумбия
8421,GEO,n_sdg9_rdex,0,Грузия
8422,MDG,n_sdg9_rdex,0,Мадагаскар
8423,ISR,n_sdg9_rdex,1,Израиль
8424,SSD,n_sdg9_rdex,0,Южный Судан
8425,TCD,n_sdg9_rdex,0,Чад
8426,LSO,n_sdg9_rdex,0,Лесото
8427,ZWE,n_sdg9_rdex,0,Зимбабве
8428,BFA,n_sdg9_rdex,0,Буркина-Фасо
8429,GIN,n_sdg9_rdex,0,Гвинея
8430,MNG,n_sdg9_rdex,0,Монголия
8431,MOZ,n_sdg9_rdex,0,Мозамбик
8432,AGO,n_sdg9_rdex,0,Ангола
8433,SWZ,n_sdg9_rdex,0,Свазиленд
8434,BRN,n_sdg9_rdex,0,Бруней
8435,SRB,n_sdg9_rdex,0,Сербия
8436,TZA,n_sdg9_rdex,0,Танзания
8437,ECU,n_sdg9_rdex,0,Эквадор
8438,BOL,n_sdg9_rdex,0,Боливия
8439,BEN,n_sdg9_rdex,0,Бенин
8440,NPL,n_sdg9_rdex,0,Непал
8441,GRC,n_sdg9_rdex,0,Греция
8442,MYS,n_sdg9_rdex,0,Малайзия
8443,ARG,n_sdg9_rdex,0,Аргентина
8444,BIH,n_sdg9_rdex,0,Босния и Герцеговина
8445,THA,n_sdg9_rdex,0,Таиланд
8446,PRY,n_sdg9_rdex,0,Парагвай
8447,NER,n_sdg9_rdex,0,Нигер
8448,ZMB,n_sdg9_rdex,0,Замбия
8449,BWA,n_sdg9_rdex,0,Ботсвана
8450,ALB,n_sdg9_rdex,0,Албания
8451,QAT,n_sdg9_rdex,0,Катар
8452,CYP,n_sdg9_rdex,0,Кипр
8453,MWI,n_sdg9_rdex,0,Малави
8454,SEN,n_sdg9_rdex,0,Сенегал
8455,CAF,n_sdg9_rdex,0,Центр.Афр.Респуб.
8456,COG,n_sdg9_rdex,0,Республика Конго
8457,BGR,n_sdg9_rdex,0,Болгария
8458,CHL,n_sdg9_rdex,0,Чили
8459,HUN,n_sdg9_rdex,0,Венгрия
8460,MLT,n_sdg9_rdex,0,Мальта
8461,JPN,n_sdg9_rdex,1,Япония
8462,CIV,n_sdg9_rdex,0,Кот Д'Ивуар
8463,BRA,n_sdg9_rdex,0,Бразилия
8464,UKR,n_sdg9_rdex,0,Украина
8465,KOR,n_sdg9_rdex,1,Корея, Республика
8466,HRV,n_sdg9_rdex,0,Хорватия
8467,URY,n_sdg9_rdex,0,Уругвай
8468,GMB,n_sdg9_rdex,0,Гамбия
8469,USA,n_sdg9_rdex,1,США
8470,SLE,n_sdg9_rdex,0,Сьерра-Леоне
8471,ROU,n_sdg9_rdex,0,Румыния
8472,LBR,n_sdg9_rdex,0,Либерия
8473,PAN,n_sdg9_rdex,0,Панама
8474,GHA,n_sdg9_rdex,0,Гана
8475,MRT,n_sdg9_rdex,0,Мавритания
8476,ITA,n_sdg9_rdex,0,Италия
8477,MKD,n_sdg9_rdex,0,Северная Македония
8478,GAB,n_sdg9_rdex,0,Габон
8479,SVK,n_sdg9_rdex,0,Словакия
8480,MNE,n_sdg9_rdex,0,Черногория
8481,CRI,n_sdg9_rdex,0,Коста-Рика
8482,MDA,n_sdg9_rdex,0,Молдова, Республика
8483,ARM,n_sdg9_rdex,0,Армения
8484,SVN,n_sdg9_rdex,1,Словения
8485,POL,n_sdg9_rdex,0,Польша
8486,AUS,n_sdg9_rdex,1,Австралия
8487,NAM,n_sdg9_rdex,0,Намибия
8488,ZAF,n_sdg9_rdex,0,Южно-Африканская Республика
8489,FRA,n_sdg9_rdex,1,Монако
8490,ESP,n_sdg9_rdex,0,Испания
8491,AUT,n_sdg9_rdex,1,Австрия
8492,CAN,n_sdg9_rdex,1,Канада
8493,GBR,n_sdg9_rdex,1,Великобритания
8494,BEL,n_sdg9_rdex,1,Бельгия
8495,ISL,n_sdg9_rdex,1,Исландия
8496,NZL,n_sdg9_rdex,0,Новая Зеландия
8497,LVA,n_sdg9_rdex,0,Латвия
8498,LTU,n_sdg9_rdex,0,Литва
8499,TUR,n_sdg9_rdex,0,Турция
8500,LUX,n_sdg9_rdex,0,Люксембург
8501,DEU,n_sdg9_rdex,1,Германия
8502,CZE,n_sdg9_rdex,1,Чешская Республика
8503,CHE,n_sdg9_rdex,1,Швейцария
8504,PRT,n_sdg9_rdex,1,Португалия
8505,IRL,n_sdg9_rdex,0,Ирландия
8506,DNK,n_sdg9_rdex,1,Дания
8507,FIN,n_sdg9_rdex,1,Финляндия
8508,EST,n_sdg9_rdex,1,Эстония
8509,NLD,n_sdg9_rdex,1,Нидерланды
8510,NOR,n_sdg9_rdex,1,Норвегия
8511,SWE,n_sdg9_rdex,1,Швеция
8512,AFG,n_sdg9_patents,0,Афганистан
8513,ARE,n_sdg9_patents,0,ОАЭ
8514,AZE,n_sdg9_patents,0,Азербайджан
8515,BGD,n_sdg9_patents,0,Бангладеш
8516,BLR,n_sdg9_patents,0,Беларусь
8517,BTN,n_sdg9_patents,0,Бутан
8518,CHN,n_sdg9_patents,1,КНР
8519,DJI,n_sdg9_patents,0,Джибути
8520,EGY,n_sdg9_patents,0,Египет
8521,ERI,n_sdg9_patents,0,Эритрея
8522,ETH,n_sdg9_patents,0,Эфиопия
8523,HND,n_sdg9_patents,0,Гондурас
8524,IND,n_sdg9_patents,0,Индия
8525,IRN,n_sdg9_patents,0,Иран
8526,IRQ,n_sdg9_patents,0,Ирак
8527,JOR,n_sdg9_patents,0,Иордания
8528,KAZ,n_sdg9_patents,0,Казахстан
8529,KGZ,n_sdg9_patents,0,Кыргызстан 
8530,KHM,n_sdg9_patents,0,Камбоджа
8531,LAO,n_sdg9_patents,0,Лаос
8532,LKA,n_sdg9_patents,0,Шри-Ланка
8533,MMR,n_sdg9_patents,0,Мьянма
8534,NIC,n_sdg9_patents,0,Никарагуа
8535,PAK,n_sdg9_patents,0,Пакистан
8536,PRK,n_sdg9_patents,0,Корея (КНДР)
8537,RUS,n_sdg9_patents,0,Россия
8538,RWA,n_sdg9_patents,0,Руанда
8539,SAU,n_sdg9_patents,0,Саудовская Аравия
8540,SDN,n_sdg9_patents,0,Судан
8541,SYR,n_sdg9_patents,0,Сирия
8542,TJK,n_sdg9_patents,0,Таджикистан
8543,TKM,n_sdg9_patents,0,Туркменистан
8544,UGA,n_sdg9_patents,0,Уганда
8545,UZB,n_sdg9_patents,0,Узбекистан
8546,VEN,n_sdg9_patents,0,Венесуэла
8547,VNM,n_sdg9_patents,0,Вьетнам
8548,YEM,n_sdg9_patents,0,Йеменская Арабская Республика
8549,GTM,n_sdg9_patents,0,Гватемала
8550,LBY,n_sdg9_patents,0,Ливия
8551,SOM,n_sdg9_patents,0,Сомали
8552,SLV,n_sdg9_patents,0,Эль-Сальвадор
8553,OMN,n_sdg9_patents,1,Оман
8554,COD,n_sdg9_patents,0,Демократическая Республика Конго
8555,LBN,n_sdg9_patents,0,Ливан
8556,CMR,n_sdg9_patents,0,Камерун
8557,PER,n_sdg9_patents,0,Перу
8558,TUN,n_sdg9_patents,0,Тунис
8559,KWT,n_sdg9_patents,0,Кувейт
8560,IDN,n_sdg9_patents,0,Индонезия
8561,DZA,n_sdg9_patents,0,Алжир
8562,BDI,n_sdg9_patents,0,Бурунди
8563,MEX,n_sdg9_patents,0,Мексика
8564,SGP,n_sdg9_patents,1,Сингапур
8565,NGA,n_sdg9_patents,0,Нигерия
8566,TGO,n_sdg9_patents,0,Того
8567,MAR,n_sdg9_patents,0,Марокко
8568,MLI,n_sdg9_patents,0,Мали
8569,GNQ,n_sdg9_patents,0,Экватор. Гвинея
8570,KEN,n_sdg9_patents,0,Кения
8571,PHL,n_sdg9_patents,0,Филиппины
8572,COL,n_sdg9_patents,0,Колумбия
8573,GEO,n_sdg9_patents,0,Грузия
8574,MDG,n_sdg9_patents,0,Мадагаскар
8575,ISR,n_sdg9_patents,1,Израиль
8576,SSD,n_sdg9_patents,0,Южный Судан
8577,TCD,n_sdg9_patents,0,Чад
8578,LSO,n_sdg9_patents,0,Лесото
8579,ZWE,n_sdg9_patents,0,Зимбабве
8580,BFA,n_sdg9_patents,0,Буркина-Фасо
8581,GIN,n_sdg9_patents,0,Гвинея
8582,MNG,n_sdg9_patents,0,Монголия
8583,MOZ,n_sdg9_patents,0,Мозамбик
8584,AGO,n_sdg9_patents,0,Ангола
8585,SWZ,n_sdg9_patents,0,Свазиленд
8586,BRN,n_sdg9_patents,0,Бруней
8587,SRB,n_sdg9_patents,0,Сербия
8588,TZA,n_sdg9_patents,0,Танзания
8589,ECU,n_sdg9_patents,0,Эквадор
8590,BOL,n_sdg9_patents,0,Боливия
8591,BEN,n_sdg9_patents,0,Бенин
8592,NPL,n_sdg9_patents,0,Непал
8593,GRC,n_sdg9_patents,0,Греция
8594,MYS,n_sdg9_patents,0,Малайзия
8595,ARG,n_sdg9_patents,0,Аргентина
8596,BIH,n_sdg9_patents,0,Босния и Герцеговина
8597,THA,n_sdg9_patents,0,Таиланд
8598,PRY,n_sdg9_patents,0,Парагвай
8599,NER,n_sdg9_patents,0,Нигер
8600,ZMB,n_sdg9_patents,0,Замбия
8601,BWA,n_sdg9_patents,0,Ботсвана
8602,ALB,n_sdg9_patents,0,Албания
8603,QAT,n_sdg9_patents,0,Катар
8604,CYP,n_sdg9_patents,1,Кипр
8605,MWI,n_sdg9_patents,0,Малави
8606,SEN,n_sdg9_patents,0,Сенегал
8607,CAF,n_sdg9_patents,0,Центр.Афр.Респуб.
8608,COG,n_sdg9_patents,0,Республика Конго
8609,BGR,n_sdg9_patents,0,Болгария
8610,CHL,n_sdg9_patents,0,Чили
8611,HUN,n_sdg9_patents,0,Венгрия
8612,MLT,n_sdg9_patents,1,Мальта
8613,JPN,n_sdg9_patents,1,Япония
8614,CIV,n_sdg9_patents,0,Кот Д'Ивуар
8615,BRA,n_sdg9_patents,0,Бразилия
8616,UKR,n_sdg9_patents,0,Украина
8617,KOR,n_sdg9_patents,1,Корея, Республика
8618,HRV,n_sdg9_patents,0,Хорватия
8619,URY,n_sdg9_patents,0,Уругвай
8620,GMB,n_sdg9_patents,0,Гамбия
8621,USA,n_sdg9_patents,1,США
8622,SLE,n_sdg9_patents,0,Сьерра-Леоне
8623,ROU,n_sdg9_patents,0,Румыния
8624,LBR,n_sdg9_patents,0,Либерия
8625,PAN,n_sdg9_patents,0,Панама
8626,GHA,n_sdg9_patents,0,Гана
8627,MRT,n_sdg9_patents,0,Мавритания
8628,ITA,n_sdg9_patents,1,Италия
8629,MKD,n_sdg9_patents,0,Северная Македония
8630,GAB,n_sdg9_patents,0,Габон
8631,SVK,n_sdg9_patents,0,Словакия
8632,MNE,n_sdg9_patents,0,Черногория
8633,CRI,n_sdg9_patents,0,Коста-Рика
8634,MDA,n_sdg9_patents,0,Молдова, Республика
8635,ARM,n_sdg9_patents,0,Армения
8636,SVN,n_sdg9_patents,1,Словения
8637,POL,n_sdg9_patents,0,Польша
8638,AUS,n_sdg9_patents,1,Австралия
8639,NAM,n_sdg9_patents,0,Намибия
8640,ZAF,n_sdg9_patents,0,Южно-Африканская Республика
8641,FRA,n_sdg9_patents,1,Монако
8642,ESP,n_sdg9_patents,0,Испания
8643,AUT,n_sdg9_patents,1,Австрия
8644,CAN,n_sdg9_patents,1,Канада
8645,GBR,n_sdg9_patents,1,Великобритания
8646,BEL,n_sdg9_patents,1,Бельгия
8647,ISL,n_sdg9_patents,1,Исландия
8648,NZL,n_sdg9_patents,1,Новая Зеландия
8649,LVA,n_sdg9_patents,0,Латвия
8650,LTU,n_sdg9_patents,0,Литва
8651,TUR,n_sdg9_patents,0,Турция
8652,LUX,n_sdg9_patents,1,Люксембург
8653,DEU,n_sdg9_patents,1,Германия
8654,CZE,n_sdg9_patents,0,Чешская Республика
8655,CHE,n_sdg9_patents,1,Швейцария
8656,PRT,n_sdg9_patents,0,Португалия
8657,IRL,n_sdg9_patents,1,Ирландия
8658,DNK,n_sdg9_patents,1,Дания
8659,FIN,n_sdg9_patents,1,Финляндия
8660,EST,n_sdg9_patents,0,Эстония
8661,NLD,n_sdg9_patents,1,Нидерланды
8662,NOR,n_sdg9_patents,1,Норвегия
8663,SWE,n_sdg9_patents,1,Швеция
8664,AFG,n_sdg10_gini,0,Афганистан
8665,ARE,n_sdg10_gini,1,ОАЭ
8666,AZE,n_sdg10_gini,1,Азербайджан
8667,BGD,n_sdg10_gini,0,Бангладеш
8668,BLR,n_sdg10_gini,1,Беларусь
8669,BTN,n_sdg10_gini,1,Бутан
8670,CHN,n_sdg10_gini,0,КНР
8671,DJI,n_sdg10_gini,0,Джибути
8672,EGY,n_sdg10_gini,0,Египет
8673,ERI,n_sdg10_gini,0,Эритрея
8674,ETH,n_sdg10_gini,0,Эфиопия
8675,HND,n_sdg10_gini,0,Гондурас
8676,IND,n_sdg10_gini,0,Индия
8677,IRN,n_sdg10_gini,0,Иран
8678,IRQ,n_sdg10_gini,1,Ирак
8679,JOR,n_sdg10_gini,0,Иордания
8680,KAZ,n_sdg10_gini,1,Казахстан
8681,KGZ,n_sdg10_gini,1,Кыргызстан 
8682,KHM,n_sdg10_gini,0,Камбоджа
8683,LAO,n_sdg10_gini,0,Лаос
8684,LKA,n_sdg10_gini,0,Шри-Ланка
8685,MMR,n_sdg10_gini,0,Мьянма
8686,NIC,n_sdg10_gini,0,Никарагуа
8687,PAK,n_sdg10_gini,1,Пакистан
8688,PRK,n_sdg10_gini,0,Корея (КНДР)
8689,RUS,n_sdg10_gini,0,Россия
8690,RWA,n_sdg10_gini,0,Руанда
8691,SAU,n_sdg10_gini,0,Саудовская Аравия
8692,SDN,n_sdg10_gini,0,Судан
8693,SYR,n_sdg10_gini,1,Сирия
8694,TJK,n_sdg10_gini,0,Таджикистан
8695,TKM,n_sdg10_gini,0,Туркменистан
8696,UGA,n_sdg10_gini,0,Уганда
8697,UZB,n_sdg10_gini,0,Узбекистан
8698,VEN,n_sdg10_gini,0,Венесуэла
8699,VNM,n_sdg10_gini,0,Вьетнам
8700,YEM,n_sdg10_gini,0,Йеменская Арабская Республика
8701,GTM,n_sdg10_gini,0,Гватемала
8702,LBY,n_sdg10_gini,0,Ливия
8703,SOM,n_sdg10_gini,0,Сомали
8704,SLV,n_sdg10_gini,0,Эль-Сальвадор
8705,OMN,n_sdg10_gini,0,Оман
8706,COD,n_sdg10_gini,0,Демократическая Республика Конго
8707,LBN,n_sdg10_gini,0,Ливан
8708,CMR,n_sdg10_gini,0,Камерун
8709,PER,n_sdg10_gini,0,Перу
8710,TUN,n_sdg10_gini,0,Тунис
8711,KWT,n_sdg10_gini,0,Кувейт
8712,IDN,n_sdg10_gini,0,Индонезия
8713,DZA,n_sdg10_gini,1,Алжир
8714,BDI,n_sdg10_gini,0,Бурунди
8715,MEX,n_sdg10_gini,0,Мексика
8716,SGP,n_sdg10_gini,0,Сингапур
8717,NGA,n_sdg10_gini,0,Нигерия
8718,TGO,n_sdg10_gini,0,Того
8719,MAR,n_sdg10_gini,0,Марокко
8720,MLI,n_sdg10_gini,0,Мали
8721,GNQ,n_sdg10_gini,0,Экватор. Гвинея
8722,KEN,n_sdg10_gini,0,Кения
8723,PHL,n_sdg10_gini,0,Филиппины
8724,COL,n_sdg10_gini,0,Колумбия
8725,GEO,n_sdg10_gini,0,Грузия
8726,MDG,n_sdg10_gini,0,Мадагаскар
8727,ISR,n_sdg10_gini,0,Израиль
8728,SSD,n_sdg10_gini,0,Южный Судан
8729,TCD,n_sdg10_gini,0,Чад
8730,LSO,n_sdg10_gini,0,Лесото
8731,ZWE,n_sdg10_gini,0,Зимбабве
8732,BFA,n_sdg10_gini,0,Буркина-Фасо
8733,GIN,n_sdg10_gini,1,Гвинея
8734,MNG,n_sdg10_gini,0,Монголия
8735,MOZ,n_sdg10_gini,0,Мозамбик
8736,AGO,n_sdg10_gini,0,Ангола
8737,SWZ,n_sdg10_gini,0,Свазиленд
8738,BRN,n_sdg10_gini,0,Бруней
8739,SRB,n_sdg10_gini,0,Сербия
8740,TZA,n_sdg10_gini,0,Танзания
8741,ECU,n_sdg10_gini,0,Эквадор
8742,BOL,n_sdg10_gini,0,Боливия
8743,BEN,n_sdg10_gini,0,Бенин
8744,NPL,n_sdg10_gini,1,Непал
8745,GRC,n_sdg10_gini,0,Греция
8746,MYS,n_sdg10_gini,0,Малайзия
8747,ARG,n_sdg10_gini,0,Аргентина
8748,BIH,n_sdg10_gini,0,Босния и Герцеговина
8749,THA,n_sdg10_gini,0,Таиланд
8750,PRY,n_sdg10_gini,0,Парагвай
8751,NER,n_sdg10_gini,0,Нигер
8752,ZMB,n_sdg10_gini,0,Замбия
8753,BWA,n_sdg10_gini,0,Ботсвана
8754,ALB,n_sdg10_gini,1,Албания
8755,QAT,n_sdg10_gini,0,Катар
8756,CYP,n_sdg10_gini,0,Кипр
8757,MWI,n_sdg10_gini,0,Малави
8758,SEN,n_sdg10_gini,0,Сенегал
8759,CAF,n_sdg10_gini,0,Центр.Афр.Респуб.
8760,COG,n_sdg10_gini,0,Республика Конго
8761,BGR,n_sdg10_gini,0,Болгария
8762,CHL,n_sdg10_gini,0,Чили
8763,HUN,n_sdg10_gini,1,Венгрия
8764,MLT,n_sdg10_gini,0,Мальта
8765,JPN,n_sdg10_gini,0,Япония
8766,CIV,n_sdg10_gini,0,Кот Д'Ивуар
8767,BRA,n_sdg10_gini,0,Бразилия
8768,UKR,n_sdg10_gini,1,Украина
8769,KOR,n_sdg10_gini,0,Корея, Республика
8770,HRV,n_sdg10_gini,1,Хорватия
8771,URY,n_sdg10_gini,0,Уругвай
8772,GMB,n_sdg10_gini,0,Гамбия
8773,USA,n_sdg10_gini,0,США
8774,SLE,n_sdg10_gini,0,Сьерра-Леоне
8775,ROU,n_sdg10_gini,0,Румыния
8776,LBR,n_sdg10_gini,0,Либерия
8777,PAN,n_sdg10_gini,0,Панама
8778,GHA,n_sdg10_gini,0,Гана
8779,MRT,n_sdg10_gini,0,Мавритания
8780,ITA,n_sdg10_gini,0,Италия
8781,MKD,n_sdg10_gini,0,Северная Македония
8782,GAB,n_sdg10_gini,0,Габон
8783,SVK,n_sdg10_gini,1,Словакия
8784,MNE,n_sdg10_gini,0,Черногория
8785,CRI,n_sdg10_gini,0,Коста-Рика
8786,MDA,n_sdg10_gini,1,Молдова, Республика
8787,ARM,n_sdg10_gini,1,Армения
8788,SVN,n_sdg10_gini,1,Словения
8789,POL,n_sdg10_gini,1,Польша
8790,AUS,n_sdg10_gini,0,Австралия
8791,NAM,n_sdg10_gini,0,Намибия
8792,ZAF,n_sdg10_gini,0,Южно-Африканская Республика
8793,FRA,n_sdg10_gini,0,Монако
8794,ESP,n_sdg10_gini,0,Испания
8795,AUT,n_sdg10_gini,0,Австрия
8796,CAN,n_sdg10_gini,0,Канада
8797,GBR,n_sdg10_gini,0,Великобритания
