,u,v,sim
0,n_sdg11_pipedwat,n_sdg1_wpc,0.7086614173228346
1,n_sdg11_pipedwat,n_sdg6_water,0.7079646017699115
2,n_sdg11_pm25,n_sdg3_pollmort,0.8333333333333334
3,n_sdg11_pm25,n_sdg16_rsf,0.7142857142857143
4,n_sdg11_pm25,n_sdg16_cpi,0.8
5,n_sdg11_pm25,n_sdg9_rdex,0.7391304347826086
6,n_sdg11_slums,n_sdg9_articles,0.8521739130434782
7,n_sdg11_slums,n_sdg9_intuse,0.8382352941176471
8,n_sdg11_slums,n_sdg3_swb,0.7863247863247863
9,n_sdg11_slums,n_sdg16_homicides,0.7567567567567568
10,n_sdg11_slums,n_sdg6_sanita,0.8346456692913385
11,n_sdg11_slums,n_sdg6_wastewat,0.7899159663865546
12,n_sdg11_transport,n_sdg3_traffic,0.8
13,n_sdg11_transport,n_sdg16_clabor,0.7619047619047619
14,n_sdg11_transport,n_sdg2_mdd,0.782608695652174
15,n_sdg11_transport,n_sdg8_accounts,0.7878787878787878
16,n_sdg12_ewaste,n_sdg13_co2gcp,0.8264462809917356
17,n_sdg12_ewaste,n_sdg13_ghgimport,0.8035714285714286
18,n_sdg12_ewaste,n_sdg12_pollimp,0.7716535433070866
19,n_sdg12_explastic,n_sdg8_impacc,0.8333333333333334
20,n_sdg12_explastic,n_sdg15_impdefor,0.7759562841530054
21,n_sdg12_explastic,n_sdg16_weaponsexp,0.7934782608695652
22,n_sdg12_msw,n_sdg8_impacc,0.8723404255319149
23,n_sdg12_msw,n_sdg15_impdefor,0.837696335078534
24,n_sdg12_msw,n_sdg16_weaponsexp,0.8333333333333334
25,n_sdg12_nimport,n_sdg12_pollimp,0.935251798561151
26,n_sdg12_nimport,n_sdg6_scarcew,0.8951048951048951
27,n_sdg12_nimport,n_sdg13_ghgimport,0.8709677419354839
28,n_sdg12_nimport,n_sdg8_impslav,0.8888888888888888
29,n_sdg12_nprod,n_sdg2_trophic,0.7524752475247525
30,n_sdg12_nprod,n_sdg13_co2gcp,0.7130434782608696
31,n_sdg12_nprod,n_sdg13_ghgimport,0.7358490566037735
