,u,v,sim
32,n_sdg12_pollimp,n_sdg8_impslav,0.9090909090909091
33,n_sdg12_pollimp,n_sdg12_pollprod,0.7555555555555555
34,n_sdg12_pollimp,n_sdg13_co2gcp,0.7878787878787878
35,n_sdg12_pollimp,n_sdg13_ghgimport,0.8455284552845529
36,n_sdg12_pollimp,n_sdg6_scarcew,0.8450704225352113
37,n_sdg12_pollprod,n_sdg13_co2gcp,0.7441860465116279
38,n_sdg12_pollprod,n_sdg8_impacc,0.7484662576687117
39,n_sdg13_co2export,n_sdg17_sprofits,0.7551867219917012
40,n_sdg13_co2export,n_sdg17_cohaven,0.7264957264957265
41,n_sdg13_co2export,n_sdg5_lfpr,0.7064676616915423
42,n_sdg13_co2gcp,n_sdg13_ghgimport,0.8034188034188035
43,n_sdg13_co2gcp,n_sdg2_trophic,0.7321428571428571
44,n_sdg13_ghgimport,n_sdg2_trophic,0.7378640776699029
45,n_sdg13_ghgimport,n_sdg8_impslav,0.8125
46,n_sdg14_biomar,n_sdg17_sprofits,0.8514056224899599
47,n_sdg14_biomar,n_sdg15_impdefor,0.8076923076923077
48,n_sdg14_biomar,n_sdg17_cohaven,0.8429752066115702
49,n_sdg15_forchg,n_sdg16_u5reg,0.7891156462585034
50,n_sdg15_forchg,n_sdg3_fertility,0.7746478873239436
51,n_sdg15_forchg,n_sdg3_matmort,0.7636363636363637
52,n_sdg15_impdefor,n_sdg8_impacc,0.9035532994923858
53,n_sdg15_impdefor,n_sdg16_weaponsexp,0.8159203980099502
54,n_sdg15_impdefor,n_sdg17_sprofits,0.8215767634854771
55,n_sdg16_admin,n_sdg16_cpi,0.6976744186046512
56,n_sdg16_clabor,n_sdg3_tb,0.7631578947368421
57,n_sdg16_clabor,n_sdg16_rsf,0.7027027027027027
58,n_sdg16_clabor,n_sdg8_accounts,0.7578947368421053
59,n_sdg16_cpi,n_sdg3_pollmort,0.8148148148148148
60,n_sdg16_cpi,n_sdg16_exprop,0.8070175438596491
61,n_sdg16_cpi,n_sdg8_rights,0.7017543859649122
62,n_sdg16_cpi,n_sdg9_rdex,0.7692307692307693
63,n_sdg16_detain,n_sdg9_mobuse,0.7160493827160493
64,n_sdg16_detain,n_sdg2_undernsh,0.7037037037037037
65,n_sdg16_exprop,n_sdg8_rights,0.7586206896551724
66,n_sdg16_exprop,n_sdg16_justice,0.6785714285714286
67,n_sdg16_exprop,n_sdg3_pollmort,0.7272727272727273
68,n_sdg16_homicides,n_sdg9_articles,0.7962962962962963
69,n_sdg16_homicides,n_sdg6_sanita,0.7666666666666667
70,n_sdg16_security,n_sdg2_stunting,0.7889908256880734
71,n_sdg16_security,n_sdg1_lmicpov,0.7747747747747747
72,n_sdg16_security,n_sdg9_intuse,0.7596899224806202
73,n_sdg16_u5reg,n_sdg3_matmort,0.8837209302325582
74,n_sdg16_u5reg,n_sdg3_fertility,0.8590604026845637
75,n_sdg16_u5reg,n_sdg3_births,0.8
76,n_sdg16_u5reg,n_sdg4_primary,0.7516778523489933
77,n_sdg16_u5reg,n_sdg3_vac,0.7105263157894737
78,n_sdg16_u5reg,n_sdg7_elecac,0.872093023255814
79,n_sdg16_u5reg,n_sdg9_intuse,0.8701298701298701
80,n_sdg16_weaponsexp,n_sdg8_impacc,0.8686868686868687
81,n_sdg17_cohaven,n_sdg17_sprofits,0.9745454545454545
82,n_sdg17_cohaven,n_sdg8_impacc,0.8311688311688312
83,n_sdg17_cohaven,n_sdg5_lfpr,0.7404255319148936
84,n_sdg17_cohaven,n_sdg6_freshwat,0.7359307359307359
85,n_sdg17_govex,n_sdg3_uhc,0.75
86,n_sdg17_sprofits,n_sdg6_freshwat,0.7647058823529411
87,n_sdg17_sprofits,n_sdg2_wasting,0.7642276422764228
88,n_sdg17_sprofits,n_sdg5_lfpr,0.7603305785123967
89,n_sdg17_statperf,n_sdg9_intuse,0.8142857142857143
90,n_sdg17_statperf,n_sdg4_preprim,0.7899159663865546
91,n_sdg17_statperf,n_sdg3_neonat,0.7948717948717948
92,n_sdg17_statperf,n_sdg8_accounts,0.8135593220338984
93,n_sdg1_lmicpov,n_sdg1_wpc,0.8805970149253731
94,n_sdg1_lmicpov,n_sdg4_preprim,0.782608695652174
95,n_sdg1_lmicpov,n_sdg9_articles,0.8347826086956521
96,n_sdg1_lmicpov,n_sdg9_intuse,0.8235294117647058
97,n_sdg1_wpc,n_sdg7_elecac,0.8588235294117647
98,n_sdg1_wpc,n_sdg3_u5mort,0.8488372093023255
99,n_sdg2_crlyld,n_sdg2_undernsh,0.8524590163934426
100,n_sdg2_crlyld,n_sdg4_literacy,0.8512820512820513
101,n_sdg2_crlyld,n_sdg7_elecac,0.8494623655913979
102,n_sdg2_mdd,n_sdg8_accounts,0.8155339805825242
103,n_sdg2_mdd,n_sdg3_traffic,0.8085106382978723
104,n_sdg2_mdd,n_sdg4_preprim,0.7692307692307693
105,n_sdg2_mdd,n_sdg9_articles,0.8076923076923077
106,n_sdg2_pestexp,n_sdg6_scarcew,0.6666666666666666
107,n_sdg2_stunting,n_sdg9_articles,0.8672566371681416
108,n_sdg2_stunting,n_sdg3_traffic,0.8349514563106796
109,n_sdg2_stunting,n_sdg8_accounts,0.8214285714285714
110,n_sdg2_undernsh,n_sdg9_mobuse,0.8913043478260869
111,n_sdg2_undernsh,n_sdg3_u5mort,0.8888888888888888
112,n_sdg2_undernsh,n_sdg3_matmort,0.8877005347593583
113,n_sdg2_undernsh,n_sdg4_primary,0.7439024390243902
114,n_sdg2_undernsh,n_sdg4_second,0.8176100628930818
115,n_sdg2_wasting,n_sdg3_u5mort,0.8514851485148515
116,n_sdg2_wasting,n_sdg3_matmort,0.84
117,n_sdg2_wasting,n_sdg4_literacy,0.8325358851674641
118,n_sdg3_births,n_sdg3_matmort,0.7975460122699386
119,n_sdg3_births,n_sdg3_u5mort,0.7878787878787878
120,n_sdg3_fertility,n_sdg3_matmort,0.8383233532934131
121,n_sdg3_fertility,n_sdg9_intuse,0.8322147651006712
122,n_sdg3_hiv,n_sdg3_u5mort,0.7659574468085106
123,n_sdg3_hiv,n_sdg3_matmort,0.7419354838709677
124,n_sdg3_hiv,n_sdg7_elecac,0.7634408602150538
125,n_sdg3_lifee,n_sdg9_patents,0.8387096774193549
126,n_sdg3_lifee,n_sdg3_uhc,0.8108108108108109
127,n_sdg3_lifee,n_sdg3_ncds,0.7640449438202247
128,n_sdg3_lifee,n_sdg3_tb,0.7714285714285715
129,n_sdg3_matmort,n_sdg3_u5mort,0.9583333333333334
130,n_sdg3_matmort,n_sdg9_intuse,0.872093023255814
131,n_sdg3_matmort,n_sdg3_neonat,0.9468085106382979
132,n_sdg3_matmort,n_sdg3_vac,0.7176470588235294
133,n_sdg3_matmort,n_sdg4_literacy,0.9045226130653267
134,n_sdg3_matmort,n_sdg7_cleanfuel,0.8764044943820225
135,n_sdg3_matmort,n_sdg7_elecac,0.9263157894736842
136,n_sdg3_ncds,n_sdg3_swb,0.7610619469026548
137,n_sdg3_ncds,n_sdg9_articles,0.7387387387387387
138,n_sdg3_neonat,n_sdg3_u5mort,0.9578947368421052
139,n_sdg3_neonat,n_sdg9_roads,0.8651685393258427
140,n_sdg3_neonat,n_sdg5_edat,0.6842105263157895
141,n_sdg3_neonat,n_sdg4_literacy,0.9035532994923858
142,n_sdg3_neonat,n_sdg4_second,0.8125
143,n_sdg3_pollmort,n_sdg9_patents,0.8148148148148148
144,n_sdg3_pollmort,n_sdg3_tb,0.7741935483870968
145,n_sdg3_pollmort,n_sdg9_rdex,0.76
146,n_sdg3_swb,n_sdg9_lpi,0.7706422018348624
147,n_sdg3_traffic,n_sdg9_articles,0.803921568627451
148,n_sdg3_u5mort,n_sdg7_elecac,0.9375
149,n_sdg3_u5mort,n_sdg4_literacy,0.9154228855721394
150,n_sdg3_u5mort,n_sdg7_cleanfuel,0.8777777777777778
151,n_sdg3_u5mort,n_sdg9_mobuse,0.8677248677248677
152,n_sdg3_uhc,n_sdg8_accounts,0.8
153,n_sdg3_uhc,n_sdg9_patents,0.7941176470588235
154,n_sdg3_vac,n_sdg7_elecac,0.7411764705882353
155,n_sdg4_literacy,n_sdg4_primary,0.7386363636363636
156,n_sdg4_literacy,n_sdg7_elecac,0.9045226130653267
157,n_sdg4_literacy,n_sdg9_mobuse,0.8673469387755102
158,n_sdg4_literacy,n_sdg9_roads,0.8465608465608465
159,n_sdg4_second,n_sdg9_intuse,0.8194444444444444
160,n_sdg5_lfpr,n_sdg6_freshwat,0.7575757575757576
161,n_sdg6_sanita,n_sdg9_intuse,0.8413793103448276
162,n_sdg6_sanita,n_sdg7_elecac,0.8343558282208589
163,n_sdg6_scarcew,n_sdg8_impacc,0.8235294117647058
164,n_sdg6_wastewat,n_sdg9_articles,0.8448275862068966
165,n_sdg6_wastewat,n_sdg6_water,0.7933884297520661
166,n_sdg6_wastewat,n_sdg9_lpi,0.7747747747747747
167,n_sdg6_wastewat,n_sdg9_uni,0.7874015748031497
168,n_sdg6_water,n_sdg9_intuse,0.7971014492753623
169,n_sdg6_water,n_sdg7_cleanfuel,0.7777777777777778
170,n_sdg7_cleanfuel,n_sdg7_elecac,0.8764044943820225
171,n_sdg7_cleanfuel,n_sdg9_uni,0.7866666666666666
172,n_sdg7_elecac,n_sdg9_intuse,0.8604651162790697
173,n_sdg7_elecac,n_sdg9_roads,0.8555555555555555
174,n_sdg8_accounts,n_sdg9_lpi,0.7735849056603774
175,n_sdg8_impacc,n_sdg8_impslav,0.8654970760233918
176,n_sdg9_articles,n_sdg9_uni,0.8130081300813008
177,n_sdg9_articles,n_sdg9_lpi,0.8037383177570093
178,n_sdg9_patents,n_sdg9_rdex,0.8076923076923077
